original_line_id,text,speaker,season,episode,scene,utterance,EPISODE_ID,evaluation,line_id_global,line_id_local,line_id,manual_flag,new_scene,split_marker
57224,"Oh sure Ross, yeah. If I have a heart attack in a restaurant, I want you there with your fossil brush.",Rachel Green,9,8,1,85,S9E8,ok,85,85,85,,,
57225,Stupid Thanksgiving.,Amy Green,9,8,1,86,S9E8,ok,86,86,86,,,
57226,What? What happened?,Rachel Green,9,8,1,87,S9E8,ok,87,87,87,,,
57227,"My boyfriend canceled on me. I mean.. I I finally find a real relationship. I mean, someone that I can spend this day with and then his wife comes back into town. I swear, its almost not worth dating married guys.",Amy Green,9,8,1,88,S9E8,ok,88,88,88,,,
57228,Don't say that.,Ross Geller,9,8,1,89,S9E8,ok,89,89,89,,,
57229,Oh. I was so looking forward to this. It was going to be such a beautiful Thanksgiving. We were going to have sushi.,Amy Green,9,8,1,90,S9E8,ok,90,90,90,,,
57230,"Oh Amy, don't cry Amy. Um.. Ross, could I talk to you in private?",Rachel Green,9,8,1,91,S9E8,ok,91,91,91,,,
57231,"Sure, you want to go upstairs?",Ross Geller,9,8,1,92,S9E8,ok,92,92,92,,,
57232,Um look I was thinking.. If its ok with Monica I would like to invite Amy to Thanksgiving.,Rachel Green,9,8,1,93,S9E8,ok,93,93,93,,,
57233,"You know, I think thats a great idea. It'll be like the pilgrims bringing the Indians syphilis.",Ross Geller,9,8,1,94,S9E8,ok,94,94,94,,,
57234,"Look I know she's a little tough to take. She has no where else to go, and she's my sister. Alright, she's Emma's aunt. And I would like them to bond.",Rachel Green,9,8,1,95,S9E8,ok,95,95,95,,,
57235,"Ok, fine, but I don't want them bonding to much. I don't want her telling Emma she needs a nose job.",Ross Geller,9,8,1,96,S9E8,ok,96,96,96,,,
57236,"Ross, you know what? She may need one..We're just going to have to make our peace with that! Monica and Chandler's apartment.",Rachel Green,9,8,1,97,S9E8,ok,97,97,97,,,
57237,Hi.,Rachel Green,9,8,1,98,S9E8,ok,98,98,98,,,
57238,"Hi, hey.",#ALL#,9,8,1,99,S9E8,ok,99,99,99,,,
57239,"Hey you guys, this is my sister Amy. This is Chandler, Joey, Phoebe and you know Mon.",Rachel Green,9,8,1,100,S9E8,ok,100,100,100,,,
57240,Hi.,#ALL#,9,8,1,101,S9E8,ok,101,101,101,,,
57241,Oh my god. You're on Days of Our Lives.,Amy Green,9,8,1,102,S9E8,ok,102,102,102,,,
57242,Yeah.,Joey Tribbiani,9,8,1,103,S9E8,ok,103,103,103,,,
57243,wow. They must put a lot of makeup on you.,Amy Green,9,8,1,104,S9E8,ok,104,104,104,,,
57244,Hap.. Hap.. Happy Thanksgiving.,Joey Tribbiani,9,8,1,105,S9E8,ok,105,105,105,,,
57245,Hi.,Ross Geller,9,8,1,106,S9E8,ok,106,106,106,,,
57246,Hi.,Monica Geller,9,8,1,107,S9E8,ok,107,107,107,,,
57247,Hey you.,Monica Geller,9,8,1,108,S9E8,ok,108,108,108,,,
57248,So. Welcome. Is this your first time you're seeing Emma?,Monica Geller,9,8,1,109,S9E8,ok,109,109,109,,,
57249,Yeah I.. I think so. It's nice to meet you Emma.,Amy Green,9,8,1,110,S9E8,ok,110,110,110,,,
57250,Phoe-Be.,Phoebe Buffay,9,8,1,111,S9E8,ok,111,111,111,,,
57251,Oh. That's a funny noise.,Amy Green,9,8,1,112,S9E8,ok,112,112,112,,,
57252,"Pheebs, I still need some help here.",Joey Tribbiani,9,8,1,113,S9E8,ok,113,113,113,,,
57253,"Oh right, ok um. Ok so its not just the lie you tell. but its the way you tell it. . For example if you look down at the ground when you're talking, people know you're lying.",Phoebe Buffay,9,8,1,114,S9E8,ok,114,114,114,,,
57254,Oh.. I don't know why this is so hard for me. you know.. I mean lying is basically just acting and I am a terrfic actor.,Joey Tribbiani,9,8,1,115,S9E8,ok,115,115,115,,,
57255,You are a terrific actor.,Phoebe Buffay,9,8,1,116,S9E8,ok,116,116,116,,,
57256,Hey. Hey where's the baby?,Amy Green,9,8,1,117,S9E8,ok,117,117,117,,,
57257,Oh we just put her down for a nap.,Rachel Green,9,8,1,118,S9E8,ok,118,118,118,,,
57258,Oh I was just thinking. You know what would be incredible? If you guys died.,Amy Green,9,8,1,119,S9E8,ok_split,119,119,119,,,
57258,Thank you Amy.,Ross Geller,9,8,1,120,S9E8,updated_scene_dir,120,120,120,,,
57259,"no, no, then I would get the baby. I mean you know it would be just like a movie. Like at first I wouldn't know what to do with her, then I would rise to the occasion and and then I would get a makeover and then I'd get married.",Amy Green,9,8,1,121,S9E8,ok,121,121,121,,,
57260,Thats a great movie.,Phoebe Buffay,9,8,1,122,S9E8,ok,122,122,122,,,
57261,"Now listen, not that you guys could stop me or anything cause you know you'd be dead. I was thinking about changing her name. I'm just not really a big fan of Emily.",Amy Green,9,8,1,123,S9E8,ok,123,123,123,,,
57262,Emma.,Ross Geller,9,8,1,124,S9E8,ok,124,124,124,,,
57263,"Emma, Ross wants you.",Amy Green,9,8,1,125,S9E8,ok,125,125,125,,,
57264,PHOE-BE.,Phoebe Buffay,9,8,1,126,S9E8,ok,126,126,126,,,
57265,Why does she keep making that noise?,Amy Green,9,8,1,127,S9E8,ok,127,127,127,,,
57266,"Honey, I don't know how to tell you this, but um, if something were to happen to Ross or to myself um you wouldn't get the baby.",Rachel Green,9,8,1,128,S9E8,ok,128,128,128,,,
57267,Well who would?,Amy Green,9,8,1,129,S9E8,ok,129,129,129,,,
57268,"Well we haven't offically asked them yet, but we would want Monica and Chandler.",Ross Geller,9,8,1,130,S9E8,ok,130,130,130,,,
57269,I can't believe you'd want us to raise Emma.,Chandler Bing,9,8,1,131,S9E8,ok,131,131,131,,,
57270,"yeah oh my god, I'm so moved.",Monica Geller,9,8,1,132,S9E8,ok,132,132,132,,,
57271,"I don't believe this, hold on a second. You guys die and I don't get your baby?",Amy Green,9,8,1,133,S9E8,ok,133,133,133,,,
57272,"See look Amy, we're a lot closer to Monica and Chandler. We see them every day. And truthfully honey, you don't seem very connected to the baby.",Rachel Green,9,8,1,134,S9E8,ok,134,134,134,,,
57273,Connected? I mean.. to what? She's.. she's a lump.,Amy Green,9,8,1,135,S9E8,ok,135,135,135,,,
57274,"You know, guys I got to say. This means so much to me. That you would trust me with your child. I mean, we all know that Monica and I have been trying to have a baby of our own. You know I've had my doubts about my skills as a father, but that you two.. that you two....",Chandler Bing,9,8,1,136,S9E8,ok,136,136,136,,,
57275,This guy? Seriously? Later in the day.,Amy Green,9,8,1,137,S9E8,ok,137,137,137,,,
57276,Okay! It's time for dinner. Everyone we're using our fancy china.. um and its very expensive so please be careful.,Monica Geller,9,8,1,138,S9E8,ok,138,138,138,,,
57277,Woah. Woah... Woah.,Ross Geller,9,8,1,139,S9E8,ok,139,139,139,,,
57278,"Okay, just to be clear comedy with the plates will not be well recieved. Ross makes some sort of sound to let us know it hurt.",Monica Geller,9,8,1,140,S9E8,ok,140,140,140,,,
57279,Hey! How come my plate's less fancy then everyone else's? Do you not trust me with a fancy plate?,Joey Tribbiani,9,8,1,141,S9E8,ok,141,141,141,,,
57280,"No, honey, its. thats a special plate. See its a game, whoever gets that plate wins.",Monica Geller,9,8,1,142,S9E8,ok,142,142,142,,,
57281,I can't believe I won.,Joey Tribbiani,9,8,1,143,S9E8,ok,143,143,143,,,
57282,Its such a slap in the face. I'm your sister and you would give your baby to these strangers over me.,Amy Green,9,8,1,144,S9E8,ok,144,144,144,,,
57283,Monica is Ross' sister.,Rachel Green,9,8,1,145,S9E8,ok,145,145,145,,,
57284,"No, Ross' sister was really fat.",Amy Green,9,8,1,146,S9E8,ok,146,146,146,,,
57285,That was me.,Monica Geller,9,8,1,147,S9E8,ok,147,147,147,,,
57286,"No, she was this really dorky girl in high school that used to follow Rachel around like a puppy dog.",Amy Green,9,8,1,148,S9E8,ok,148,148,148,,,
57287,Hey. Amy. You've got to stop doing that.,Rachel Green,9,8,1,149,S9E8,ok_split,149,149,149,,,
57287,"Okay, listen I know you're having a little bit of a family crisis, but you don't have to take it out on the plates. I mean, I mean in fact I think that everyone should cut their food like this.",Monica Geller,9,8,1,150,S9E8,updated_scene_dir,150,150,150,,,
57288,"Now see, this way you protect the plate.. and lets face it you have fun.",Monica Geller,9,8,1,151,S9E8,ok,151,151,151,,,
57289,"Okay, how about this, you guys die and the crazy plate lady dies, then do I get the baby?",Amy Green,9,8,1,152,S9E8,ok,152,152,152,,,
57290,"No, if crazy plate lad.. If Monica dies then I would get Emma, Right?",Chandler Bing,9,8,1,153,S9E8,ok,153,153,153,,,
57291,Well actually...,Rachel Green,9,8,1,154,S9E8,ok,154,154,154,,,
57292,Actually what?,Chandler Bing,9,8,1,155,S9E8,ok,155,155,155,,,
57293,"well.. its just. its just in that case, then um. Emma would go to my parents.",Ross Geller,9,8,1,156,S9E8,ok,156,156,156,,,
57294,What?,Chandler Bing,9,8,1,157,S9E8,ok,157,157,157,,,
57295,"Hurts, doesn't it?",Amy Green,9,8,1,158,S9E8,ok,158,158,158,,,
57296,Uh.. who has to die for me to get her? Commercial Break.,Joey Tribbiani,9,8,1,159,S9E8,ok,159,159,159,,,
57297,"So if Monica's not around, then I'm not good enough to raise Emma?",Chandler Bing,9,8,1,160,S9E8,ok,160,160,160,,,
57298,"No, that that is not what we're saying.",Ross Geller,9,8,1,161,S9E8,ok,161,161,161,,,
57299,Yeah he's lying. He looked down.,Joey Tribbiani,9,8,1,162,S9E8,ok,162,162,162,,,
57300,Well what is wrong with me? Am I .. am I incomptent? Because I managed to survive whatever it is that killed the three of you!,Chandler Bing,9,8,1,163,S9E8,ok,163,163,163,,,
57301,"Honey, you're taking this the wrong way. We think you're going to be a wonderful parent. It's just.. you're more the fun parent.",Rachel Green,9,8,1,164,S9E8,ok,164,164,164,,,
57302,Yeah and we'd want to make sure Emma has someone like Monica who is more uh. uh discliplinarin.. someone who can be firm and strict.,Ross Geller,9,8,1,165,S9E8,ok,165,165,165,,,
57303,"Thats not how you see me, is it?",Monica Geller,9,8,1,166,S9E8,ok_split,166,166,166,,,
57303,No you're all about the fun.,Phoebe Buffay,9,8,1,167,S9E8,updated_scene_dir,167,167,167,,,
57304,"Look, I may not know a lot about babies, but do you really think I'm not capable?",Chandler Bing,9,8,1,168,S9E8,ok,168,168,168,,,
57305,"No, you both are equally capable. Its just.. you're strongest when.. when you're together.",Ross Geller,9,8,1,169,S9E8,ok,169,169,169,,,
57306,Ok. So if we both had Emma and I die she'd have to give her up.,Chandler Bing,9,8,1,170,S9E8,ok,170,170,170,,,
57307,"Sure, Monica would have to give her up.",Ross Geller,9,8,1,171,S9E8,ok,171,171,171,,,
57308,"I lie better then that, right?",Joey Tribbiani,9,8,1,172,S9E8,ok,172,172,172,,,
57309,"So.. let me get this straight. So my two friends die, I get Emma. Then my wife dies, then Emma the one tiny ray of hope left in my life gets taken away from me?",Chandler Bing,9,8,1,173,S9E8,ok,173,173,173,,,
57310,There's your movie! Later on. Monica opens her front door. Chandler is sitting in the hallway.,Phoebe Buffay,9,8,1,174,S9E8,ok,174,174,174,,,
57311,Hey. There you are. You disappeared after dinner.,Monica Geller,9,8,1,175,S9E8,ok,175,175,175,,,
57312,Oh? Did somebody miss me? Is there a child to raise poorly?,Chandler Bing,9,8,1,176,S9E8,ok,176,176,176,,,
57313,Ross and Rachel don't know what they're talking about. I mean its not like their so responsible. Emma is a product of a bottle of Merlot and a five year old condom.,Monica Geller,9,8,1,177,S9E8,ok,177,177,177,,,
57314,"Yeah but they're right. I mean, I'm not a strong father figure and I never will be.",Chandler Bing,9,8,1,178,S9E8,ok,178,178,178,,,
57315,No you learn these things. You grow into it.,Monica Geller,9,8,1,179,S9E8,ok,179,179,179,,,
57316,"Yeah, but its not who I am. Everything they said was exaclty why I was worried about having a kid. And its true. And look everybody knows it.",Chandler Bing,9,8,1,180,S9E8,ok,180,180,180,,,
57317,I don't know it! I want to have a kid with you because I think you're going to be an amazing dad... at the fun parts and the hard parts.,Monica Geller,9,8,1,181,S9E8,ok,181,181,181,,,
57318,"Oh yeah, well can you picture me saying ""Go to your room! You're grounded""?",Chandler Bing,9,8,1,182,S9E8,ok,182,182,182,,,
57319,"Can you hear me say ""You're grounded""?",Monica Geller,9,8,1,183,S9E8,ok,183,183,183,,,
57320,You said that to me last week.,Chandler Bing,9,8,1,184,S9E8,ok,184,184,184,,,
57321,How hard is it? No shoes on the furniture. Back to Monica and Chandler's apartment. Amy is sitting on a chair by the bay window looking mad.,Monica Geller,9,8,1,185,S9E8,ok_split,185,185,185,,,
57321,The producer from Days left a message on my machine asking why I wasn't at the parade. They said everybody's pissed off at me.. And they all got to meet Santa!,Joey Tribbiani,9,8,1,186,S9E8,updated_scene_dir,186,186,186,,,
57322,It's ok. I thought of the perfect lie for you. It's easy to remember and doesn't invite a lot of questions. You weren't at the parade because you had a family emergency.,Phoebe Buffay,9,8,1,187,S9E8,ok,187,187,187,,,
57323,"Oh, I like that, yeah. Wasn't at the parade because I had a family emergency.",Joey Tribbiani,9,8,1,188,S9E8,ok,188,188,188,,,
57324,"Ooh, what happened?",Phoebe Buffay,9,8,1,189,S9E8,ok_split,189,189,189,,,
57324,Oh.. My sister's raccoon.,Joey Tribbiani,9,8,1,190,S9E8,updated_scene_dir,190,190,190,,,
57325,No! Nothing with a raccoon.,Phoebe Buffay,9,8,1,191,S9E8,ok,191,191,191,,,
57326,"Arg... Alright, I'll take care of it. Monica and Chandler come through the front door.",Joey Tribbiani,9,8,1,192,S9E8,ok,192,192,192,,,
57327,Oh wait.. What are you doing?,Monica Geller,9,8,1,193,S9E8,ok,193,193,193,,,
57328,Setting the table.,Joey Tribbiani,9,8,1,194,S9E8,ok,194,194,194,,,
57329,Yeah we thought it would be nice to use the fancy china for dessert too.,Phoebe Buffay,9,8,1,195,S9E8,ok,195,195,195,,,
57330,Oh how nice. Maybe later we can all go blow our noses on my wedding dress. Ross comes out of the guest bedroom with the diaper bag and the car seat carrying thingy.. yeah.. thats the techinal term.. He goes to Chandler.,Monica Geller,9,8,1,196,S9E8,ok,196,196,196,,,
57331,"Hey dude, you okay? Sorry about before.",Ross Geller,9,8,1,197,S9E8,ok,197,197,197,,,
57332,"Oh no thats okay, you're totally right. I don't know anything about disciplining a child. But it did hurt my feelings and I want you to know that when I die, you don't get Joey. Ross walks away with a face of yeah ok.",Chandler Bing,9,8,1,198,S9E8,ok_split,198,198,198,,,
57332,"Ucch. Uchh In case you hadn't noticed, I'm not talking to you.",Amy Green,9,8,1,199,S9E8,updated_scene_dir,199,199,199,,,
57333,UCHH!,Rachel Green,9,8,1,200,S9E8,ok,200,200,200,,,
57334,You know.. this.. this is classic Rachel.,Amy Green,9,8,1,201,S9E8,ok,201,201,201,,,
57335,Yeah.. yeah right.. Remember in high school when I died and didn't give you my baby?,Rachel Green,9,8,1,202,S9E8,ok,202,202,202,,,
57336,"This might be my one chance to have a baby Rachel. I mean, you know that I have been so busy focusing on my carrer.",Amy Green,9,8,1,203,S9E8,ok,203,203,203,,,
57337,What? What carrer?,Rachel Green,9,8,1,204,S9E8,ok,204,204,204,,,
57338,Um.. I'm a decorator.,Amy Green,9,8,1,205,S9E8,ok,205,205,205,,,
57339,Ok. You decorate dad's office and so now you're a decorator. Okay! I went to the zoo yesterday and now I'm a koala bear.,Rachel Green,9,8,1,206,S9E8,ok,206,206,206,,,
57340,Why can't you ever be supportive?,Amy Green,9,8,1,207,S9E8,ok,207,207,207,,,
57341,Sup.. You want to talk supportive? You didn't even come and visit me when I was in the hospital having the baby.,Rachel Green,9,8,1,208,S9E8,ok,208,208,208,,,
57342,Oh. Yeah. Well.. You didn't come see me when I was in the hospital when I was getting my lips done.,Amy Green,9,8,1,209,S9E8,ok,209,209,209,,,
57343,I did the first time! Oh. Oh.. And you know what. You want to know why I'm not giving Emily to you.,Rachel Green,9,8,1,210,S9E8,ok,210,210,210,,,
57344,Emma.,Ross Geller,9,8,1,211,S9E8,ok,211,211,211,,,
57345,Oh whose side are you on? I'm not giving you Emma because there is no way you could handle the responibility of a child.,Rachel Green,9,8,1,212,S9E8,ok,212,212,212,,,
57346,How hard could it be? You do it.,Amy Green,9,8,1,213,S9E8,ok,213,213,213,,,
57347,ooh oooh..,Joey Tribbiani,9,8,1,214,S9E8,ok,214,214,214,,,
57348,Do you want to know why you don't want me to have the baby?,Amy Green,9,8,1,215,S9E8,ok,215,215,215,,,
57349,uh huh.,Rachel Green,9,8,1,216,S9E8,ok,216,216,216,,,
57350,Because you don't want me to be happy. You.. you have always been jealous of me.,Amy Green,9,8,1,217,S9E8,ok,217,217,217,,,
57351,"Jealous of what? Of your lack of responsiblity? You, your immaturity? Your total disregard of other people's feelings?",Rachel Green,9,8,1,218,S9E8,ok,218,218,218,,,
57352,"Uh.. To name a few. You know.. You know.. You've just always been like this. You just have to have everything. And I couldn't have anything. Like in junior high, when you stole Timmy from me. I mean, do you even realize how much that hurt me?",Amy Green,9,8,1,219,S9E8,ok,219,219,219,,,
57353,Timmy was my boyfriend and you made out with him!,Rachel Green,9,8,1,220,S9E8,ok,220,220,220,,,
57354,"Oh come on, that was 20 years ago. Get over it.",Amy Green,9,8,1,221,S9E8,ok,221,221,221,,,
57355,"I cannot, I cannot believe that I invited you here today.",Rachel Green,9,8,1,222,S9E8,ok,222,222,222,,,
57356,"Yeah, well you know what I cannot believe. That my so-called sister, gets a 30% discount from Ralph Lauren and I still have to pay retail.",Amy Green,9,8,1,223,S9E8,ok,223,223,223,,,
57357,ah ha ha. ah ha ha. It's forty five.,Rachel Green,9,8,1,224,S9E8,ok,224,224,224,,,
57358,"You bitch. You just think you're so perfect. With your new baby and your, your small apartment. Well let me tell you something. Your baby isn't even that cute.",Amy Green,9,8,1,225,S9E8,ok,225,225,225,,,
57359,"Too far, Amy. Too far.",Ross Geller,9,8,1,226,S9E8,ok,226,226,226,,,
57360,You take that back.,Rachel Green,9,8,1,227,S9E8,ok,227,227,227,,,
57361,No.,Amy Green,9,8,1,228,S9E8,ok,228,228,228,,,
57362,Take it back!,Rachel Green,9,8,1,229,S9E8,ok,229,229,229,,,
