"season","episode","scene","utterance","emotion","EPISODE_ID"
"1","2","2","9","Joyful","S1E2"
"1","2","2","10","Scared","S1E2"
"1","2","2","12","Neutral","S1E2"
"1","2","2","13","Neutral","S1E2"
"1","2","2","14","Scared","S1E2"
"1","2","2","15","Joyful","S1E2"
"1","2","2","16","Joyful","S1E2"
"1","2","2","17","Neutral","S1E2"
"1","2","2","18","Peaceful","S1E2"
"1","2","2","19","Mad","S1E2"
"1","2","2","20","Scared","S1E2"
"1","2","2","21","Neutral","S1E2"
"1","2","2","22","Scared","S1E2"
"1","2","6","1","Neutral","S1E2"
"1","2","6","3","Neutral","S1E2"
"1","2","6","4","Neutral","S1E2"
"1","2","6","5","Mad","S1E2"
"1","2","6","6","Neutral","S1E2"
"1","2","6","7","Neutral","S1E2"
"1","2","6","8","Neutral","S1E2"
"1","2","6","9","Neutral","S1E2"
"1","2","6","10","Neutral","S1E2"
"1","2","6","11","Neutral","S1E2"
"1","2","6","12","Neutral","S1E2"
"1","2","6","13","Neutral","S1E2"
"1","2","6","14","Neutral","S1E2"
"1","2","6","15","Joyful","S1E2"
"1","2","6","16","Scared","S1E2"
"1","2","7","1","Neutral","S1E2"
"1","2","7","2","Neutral","S1E2"
"1","2","7","3","Scared","S1E2"
"1","2","7","4","Neutral","S1E2"
"1","2","7","5","Scared","S1E2"
"1","2","7","6","Peaceful","S1E2"
"1","2","7","7","Sad","S1E2"
"1","2","7","8","Neutral","S1E2"
"1","2","7","9","Neutral","S1E2"
"1","2","7","10","Neutral","S1E2"
"1","2","7","12","Sad","S1E2"
"1","2","7","13","Neutral","S1E2"
"1","2","8","1","Scared","S1E2"
"1","2","8","2","Mad","S1E2"
"1","2","8","3","Scared","S1E2"
"1","2","8","4","Powerful","S1E2"
"1","2","8","5","Mad","S1E2"
"1","2","8","6","Powerful","S1E2"
"1","2","8","7","Mad","S1E2"
"1","2","8","8","Neutral","S1E2"
"1","2","8","9","Scared","S1E2"
"1","2","8","10","Neutral","S1E2"
"1","2","8","11","Powerful","S1E2"
"1","2","8","12","Powerful","S1E2"
"1","2","9","1","Neutral","S1E2"
"1","2","9","2","Scared","S1E2"
"1","2","9","3","Joyful","S1E2"
"1","2","9","4","Scared","S1E2"
"1","2","9","5","Scared","S1E2"
"1","2","9","6","Mad","S1E2"
"1","2","9","7","Neutral","S1E2"
"1","2","9","8","Neutral","S1E2"
"1","2","9","9","Scared","S1E2"
"1","2","9","10","Mad","S1E2"
"1","2","9","11","Scared","S1E2"
"1","2","9","12","Mad","S1E2"
"1","2","9","13","Mad","S1E2"
"1","2","9","14","Mad","S1E2"
"1","2","9","15","Peaceful","S1E2"
"1","2","9","16","Mad","S1E2"
"1","2","9","17","Neutral","S1E2"
"1","2","9","18","Scared","S1E2"
"1","2","9","19","Joyful","S1E2"
"1","2","9","20","Scared","S1E2"
"1","2","9","21","Sad","S1E2"
"1","2","9","22","Sad","S1E2"
"1","2","9","23","Sad","S1E2"
"1","2","9","25","Scared","S1E2"
"1","2","10","1","Mad","S1E2"
"1","2","10","2","Mad","S1E2"
"1","2","10","3","Powerful","S1E2"
"1","2","10","4","Powerful","S1E2"
"1","2","10","5","Powerful","S1E2"
"1","2","10","6","Mad","S1E2"
"1","2","10","7","Neutral","S1E2"
"1","2","10","8","Mad","S1E2"
"1","2","10","9","Powerful","S1E2"
"1","2","10","10","Mad","S1E2"
"1","2","10","11","Mad","S1E2"
"1","2","10","12","Mad","S1E2"
"1","2","10","13","Mad","S1E2"
"1","2","10","14","Neutral","S1E2"
"1","2","10","15","Powerful","S1E2"
"1","2","10","16","Mad","S1E2"
"1","2","10","17","Mad","S1E2"
"1","2","10","18","Neutral","S1E2"
"1","2","10","19","Neutral","S1E2"
"1","2","10","20","Neutral","S1E2"
"1","2","10","21","Sad","S1E2"
"1","2","10","23","Joyful","S1E2"
"1","2","10","24","Joyful","S1E2"
"1","2","10","25","Joyful","S1E2"
"1","2","11","1","Joyful","S1E2"
"1","2","11","2","Neutral","S1E2"
"1","2","11","3","Joyful","S1E2"
"1","2","11","4","Joyful","S1E2"
"1","2","11","5","Mad","S1E2"
"1","2","11","6","Neutral","S1E2"
"1","2","11","7","Neutral","S1E2"
"1","2","11","8","Sad","S1E2"
"1","2","11","9","Neutral","S1E2"
"1","2","11","10","Neutral","S1E2"
"1","2","11","11","Powerful","S1E2"
"1","2","11","12","Mad","S1E2"
"1","2","11","13","Joyful","S1E2"
"1","2","11","14","Joyful","S1E2"
"1","2","11","15","Mad","S1E2"
"1","3","1","1","Joyful","S1E3"
"1","3","1","2","Joyful","S1E3"
"1","3","1","3","Joyful","S1E3"
"1","3","1","4","Sad","S1E3"
"1","3","1","5","Sad","S1E3"
"1","3","1","6","Neutral","S1E3"
"1","3","1","7","Neutral","S1E3"
"1","3","1","8","Neutral","S1E3"
"1","3","1","9","Neutral","S1E3"
"1","3","1","10","Neutral","S1E3"
"1","3","1","11","Mad","S1E3"
"1","3","1","12","Neutral","S1E3"
"1","3","1","13","Neutral","S1E3"
"1","3","1","14","Neutral","S1E3"
"1","3","1","15","Neutral","S1E3"
"1","3","1","16","Neutral","S1E3"
"1","3","1","17","Scared","S1E3"
"1","3","2","1","Neutral","S1E3"
"1","3","2","2","Peaceful","S1E3"
"1","3","2","3","Joyful","S1E3"
"1","3","2","4","Powerful","S1E3"
"1","3","2","5","Neutral","S1E3"
"1","3","2","6","Neutral","S1E3"
"1","3","2","7","Neutral","S1E3"
"1","3","2","9","Neutral","S1E3"
"1","3","2","10","Scared","S1E3"
"1","3","2","11","Powerful","S1E3"
"1","3","2","13","Powerful","S1E3"
"1","3","2","14","Scared","S1E3"
"1","3","2","15","Powerful","S1E3"
"1","3","2","16","Powerful","S1E3"
"1","3","2","17","Neutral","S1E3"
"1","3","2","19","Neutral","S1E3"
"1","3","2","20","Neutral","S1E3"
"1","3","2","21","Powerful","S1E3"
"1","3","2","23","Powerful","S1E3"
"1","3","2","24","Neutral","S1E3"
"1","3","2","25","Scared","S1E3"
"1","3","6","1","Neutral","S1E3"
"1","3","6","2","Neutral","S1E3"
"1","3","6","3","Joyful","S1E3"
"1","3","6","4","Joyful","S1E3"
"1","3","6","5","Neutral","S1E3"
"1","3","6","6","Joyful","S1E3"
"1","3","6","7","Sad","S1E3"
"1","3","6","8","Joyful","S1E3"
"1","3","6","9","Scared","S1E3"
"1","3","6","10","Neutral","S1E3"
"1","3","6","11","Neutral","S1E3"
"1","3","6","12","Mad","S1E3"
"1","3","6","13","Joyful","S1E3"
"1","3","6","14","Joyful","S1E3"
"1","3","7","1","Neutral","S1E3"
"1","3","7","2","Neutral","S1E3"
"1","3","7","3","Neutral","S1E3"
"1","3","7","4","Neutral","S1E3"
"1","3","7","5","Neutral","S1E3"
"1","3","7","6","Neutral","S1E3"
"1","3","7","7","Neutral","S1E3"
"1","3","7","8","Joyful","S1E3"
"1","3","7","9","Neutral","S1E3"
"1","3","7","10","Neutral","S1E3"
"1","3","7","11","Neutral","S1E3"
"1","3","7","12","Neutral","S1E3"
"1","3","7","13","Neutral","S1E3"
"1","3","7","14","Joyful","S1E3"
"1","3","7","15","Neutral","S1E3"
"1","3","7","16","Neutral","S1E3"
"1","3","7","17","Neutral","S1E3"
"1","3","7","18","Neutral","S1E3"
"1","3","7","19","Neutral","S1E3"
"1","3","9","1","Neutral","S1E3"
"1","3","9","3","Scared","S1E3"
"1","3","9","4","Mad","S1E3"
"1","3","9","5","Neutral","S1E3"
"1","3","9","6","Neutral","S1E3"
"1","3","9","7","Scared","S1E3"
"1","3","9","9","Scared","S1E3"
"1","3","9","10","Scared","S1E3"
"1","3","9","11","Neutral","S1E3"
"1","3","9","12","Neutral","S1E3"
"1","3","9","13","Scared","S1E3"
"1","3","9","15","Sad","S1E3"
"1","3","9","16","Neutral","S1E3"
"1","3","9","17","Neutral","S1E3"
"1","3","9","19","Joyful","S1E3"
"1","3","9","20","Joyful","S1E3"
"1","3","9","22","Neutral","S1E3"
"1","3","9","23","Neutral","S1E3"
"1","3","9","24","Neutral","S1E3"
"1","3","9","25","Mad","S1E3"
"1","3","10","1","Neutral","S1E3"
"1","3","10","2","Neutral","S1E3"
"1","3","10","3","Peaceful","S1E3"
"1","3","10","4","Joyful","S1E3"
"1","3","10","5","Scared","S1E3"
"1","3","10","6","Powerful","S1E3"
"1","3","10","7","Sad","S1E3"
"1","3","10","8","Powerful","S1E3"
"1","3","10","9","Sad","S1E3"
"1","3","11","1","Neutral","S1E3"
"1","3","11","2","Mad","S1E3"
"1","3","11","3","Mad","S1E3"
"1","3","11","4","Neutral","S1E3"
"1","3","11","5","Joyful","S1E3"
"1","3","11","6","Peaceful","S1E3"
"1","3","11","7","Sad","S1E3"
"1","3","11","8","Neutral","S1E3"
"1","3","13","1","Joyful","S1E3"
"1","3","13","2","Sad","S1E3"
"1","3","13","3","Peaceful","S1E3"
"1","3","13","4","Neutral","S1E3"
"1","3","13","5","Mad","S1E3"
"1","3","14","1","Peaceful","S1E3"
"1","3","14","2","Powerful","S1E3"
"1","3","14","3","Neutral","S1E3"
"1","3","14","4","Peaceful","S1E3"
"1","3","14","5","Neutral","S1E3"
"1","3","14","6","Sad","S1E3"
"1","3","14","7","Scared","S1E3"
"1","3","14","8","Sad","S1E3"
"1","3","14","9","Peaceful","S1E3"
"1","3","14","10","Powerful","S1E3"
"1","3","14","11","Mad","S1E3"
"1","3","14","12","Scared","S1E3"
"1","3","14","13","Powerful","S1E3"
"1","3","14","14","Neutral","S1E3"
"1","4","1","1","Neutral","S1E4"
"1","4","1","2","Joyful","S1E4"
"1","4","1","3","Joyful","S1E4"
"1","4","1","4","Joyful","S1E4"
"1","4","1","5","Joyful","S1E4"
"1","4","1","6","Joyful","S1E4"
"1","4","1","7","Neutral","S1E4"
"1","4","1","8","Neutral","S1E4"
"1","4","1","9","Neutral","S1E4"
"1","4","1","10","Sad","S1E4"
"1","4","1","11","Neutral","S1E4"
"1","4","1","12","Sad","S1E4"
"1","4","3","1","Joyful","S1E4"
"1","4","3","2","Joyful","S1E4"
"1","4","3","3","Neutral","S1E4"
"1","4","3","4","Neutral","S1E4"
"1","4","3","6","Neutral","S1E4"
"1","4","3","7","Neutral","S1E4"
"1","4","3","8","Joyful","S1E4"
"1","4","3","9","Neutral","S1E4"
"1","4","3","10","Joyful","S1E4"
"1","4","3","11","Joyful","S1E4"
"1","4","3","12","Joyful","S1E4"
"1","4","3","13","Neutral","S1E4"
"1","4","3","14","Joyful","S1E4"
"1","4","4","1","Joyful","S1E4"
"1","4","4","2","Joyful","S1E4"
"1","4","4","3","Neutral","S1E4"
"1","4","4","4","Neutral","S1E4"
"1","4","4","5","Neutral","S1E4"
"1","4","4","6","Mad","S1E4"
"1","4","4","7","Neutral","S1E4"
"1","4","4","8","Mad","S1E4"
"1","4","4","9","Neutral","S1E4"
"1","4","4","10","Neutral","S1E4"
"1","4","4","11","Neutral","S1E4"
"1","4","5","1","Joyful","S1E4"
"1","4","5","2","Neutral","S1E4"
"1","4","5","3","Neutral","S1E4"
"1","4","5","4","Neutral","S1E4"
"1","4","5","5","Joyful","S1E4"
"1","4","5","6","Joyful","S1E4"
"1","4","5","7","Neutral","S1E4"
"1","4","5","8","Scared","S1E4"
"1","4","5","9","Neutral","S1E4"
"1","4","5","10","Scared","S1E4"
"1","4","5","11","Joyful","S1E4"
"1","4","5","12","Mad","S1E4"
"1","4","5","13","Neutral","S1E4"
"1","4","5","14","Sad","S1E4"
"1","4","7","1","Joyful","S1E4"
"1","4","7","2","Sad","S1E4"
"1","4","7","3","Neutral","S1E4"
"1","4","7","4","Neutral","S1E4"
"1","4","7","5","Neutral","S1E4"
"1","4","7","6","Neutral","S1E4"
"1","4","7","7","Joyful","S1E4"
"1","4","7","8","Neutral","S1E4"
"1","4","7","9","Neutral","S1E4"
"1","4","7","10","Neutral","S1E4"
"1","4","7","11","Neutral","S1E4"
"1","4","7","12","Neutral","S1E4"
"1","4","7","13","Neutral","S1E4"
"1","4","7","14","Neutral","S1E4"
"1","4","7","15","Scared","S1E4"
"1","4","7","16","Neutral","S1E4"
"1","4","7","17","Neutral","S1E4"
"1","4","7","18","Neutral","S1E4"
"1","4","8","1","Mad","S1E4"
"1","4","8","2","Neutral","S1E4"
"1","4","8","3","Powerful","S1E4"
"1","4","8","4","Joyful","S1E4"
"1","4","8","5","Joyful","S1E4"
"1","4","8","7","Joyful","S1E4"
"1","4","9","1","Neutral","S1E4"
"1","4","9","2","Mad","S1E4"
"1","4","9","3","Mad","S1E4"
"1","4","9","4","Mad","S1E4"
"1","4","9","5","Mad","S1E4"
"1","4","9","6","Mad","S1E4"
"1","4","9","7","Neutral","S1E4"
"1","4","9","8","Mad","S1E4"
"1","4","9","9","Mad","S1E4"
"1","4","12","1","Neutral","S1E4"
"1","4","12","2","Neutral","S1E4"
"1","4","12","3","Neutral","S1E4"
"1","4","12","4","Joyful","S1E4"
"1","4","12","5","Mad","S1E4"
"1","4","12","6","Neutral","S1E4"
"1","4","12","7","Neutral","S1E4"
"1","4","12","8","Neutral","S1E4"
"1","4","12","9","Neutral","S1E4"
"1","4","13","1","Peaceful","S1E4"
"1","4","13","2","Mad","S1E4"
"1","4","13","3","Neutral","S1E4"
"1","4","13","4","Scared","S1E4"
"1","4","13","5","Joyful","S1E4"
"1","4","13","6","Mad","S1E4"
"1","4","13","7","Neutral","S1E4"
"1","4","13","8","Scared","S1E4"
"1","4","13","9","Neutral","S1E4"
"1","4","13","10","Sad","S1E4"
"1","4","13","11","Neutral","S1E4"
"1","4","13","12","Neutral","S1E4"
"1","4","13","13","Joyful","S1E4"
"1","4","14","1","Joyful","S1E4"
"1","4","14","2","Neutral","S1E4"
"1","4","14","3","Joyful","S1E4"
"1","4","14","4","Mad","S1E4"
"1","4","14","5","Mad","S1E4"
"1","4","14","6","Neutral","S1E4"
"1","4","14","7","Neutral","S1E4"
"1","4","14","8","Neutral","S1E4"
"1","4","14","9","Mad","S1E4"
"1","4","14","10","Powerful","S1E4"
"1","4","14","11","Mad","S1E4"
"1","4","14","12","Joyful","S1E4"
"1","4","14","13","Mad","S1E4"
"1","4","14","14","Mad","S1E4"
"1","4","14","15","Joyful","S1E4"
"1","4","14","16","Neutral","S1E4"
"1","4","14","17","Joyful","S1E4"
"1","4","14","18","Joyful","S1E4"
"1","4","14","19","Joyful","S1E4"
"1","4","14","20","Joyful","S1E4"
"1","4","15","1","Joyful","S1E4"
"1","4","15","2","Neutral","S1E4"
"1","4","15","3","Scared","S1E4"
"1","4","15","4","Powerful","S1E4"
"1","4","15","5","Neutral","S1E4"
"1","4","15","6","Mad","S1E4"
"1","4","15","7","Joyful","S1E4"
"1","4","15","8","Joyful","S1E4"
"1","4","15","9","Mad","S1E4"
"1","4","15","10","Neutral","S1E4"
"1","4","15","11","Mad","S1E4"
"1","4","15","12","Powerful","S1E4"
"1","4","15","13","Powerful","S1E4"
"1","4","15","14","Powerful","S1E4"
"1","4","15","15","Powerful","S1E4"
"1","4","15","16","Mad","S1E4"
"1","4","15","17","Mad","S1E4"
"1","4","15","18","Mad","S1E4"
"1","4","15","19","Mad","S1E4"
"1","4","15","20","Joyful","S1E4"
"1","4","16","1","Joyful","S1E4"
"1","4","16","2","Joyful","S1E4"
"1","4","16","4","Neutral","S1E4"
"1","4","16","5","Joyful","S1E4"
"1","4","16","7","Neutral","S1E4"
"1","4","16","8","Neutral","S1E4"
"1","4","16","9","Neutral","S1E4"
"1","4","16","10","Neutral","S1E4"
"1","4","16","11","Neutral","S1E4"
"1","4","16","12","Neutral","S1E4"
"1","4","16","13","Joyful","S1E4"
"1","4","16","14","Neutral","S1E4"
"1","5","1","1","Mad","S1E5"
"1","5","1","2","Mad","S1E5"
"1","5","1","3","Mad","S1E5"
"1","5","1","4","Peaceful","S1E5"
"1","5","1","5","Neutral","S1E5"
"1","5","1","6","Mad","S1E5"
"1","5","1","8","Neutral","S1E5"
"1","5","3","1","Joyful","S1E5"
"1","5","3","2","Mad","S1E5"
"1","5","3","3","Joyful","S1E5"
"1","5","3","4","Scared","S1E5"
"1","5","3","5","Neutral","S1E5"
"1","5","3","6","Mad","S1E5"
"1","5","3","7","Sad","S1E5"
"1","5","3","8","Neutral","S1E5"
"1","5","3","9","Sad","S1E5"
"1","5","4","1","Neutral","S1E5"
"1","5","4","2","Neutral","S1E5"
"1","5","4","3","Neutral","S1E5"
"1","5","4","4","Joyful","S1E5"
"1","5","4","5","Neutral","S1E5"
"1","5","4","6","Neutral","S1E5"
"1","5","4","7","Scared","S1E5"
"1","5","4","8","Joyful","S1E5"
"1","5","4","9","Neutral","S1E5"
"1","5","4","10","Neutral","S1E5"
"1","5","4","11","Peaceful","S1E5"
"1","5","4","12","Peaceful","S1E5"
"1","5","5","1","Joyful","S1E5"
"1","5","5","2","Neutral","S1E5"
"1","5","5","3","Neutral","S1E5"
"1","5","5","4","Neutral","S1E5"
"1","5","5","5","Mad","S1E5"
"1","5","5","6","Neutral","S1E5"
"1","5","5","7","Scared","S1E5"
"1","5","5","9","Neutral","S1E5"
"1","5","5","10","Sad","S1E5"
"1","5","6","1","Scared","S1E5"
"1","5","6","2","Joyful","S1E5"
"1","5","6","3","Joyful","S1E5"
"1","5","6","4","Mad","S1E5"
"1","5","6","6","Neutral","S1E5"
"1","5","6","7","Neutral","S1E5"
"1","5","6","8","Neutral","S1E5"
"1","5","6","9","Sad","S1E5"
"1","5","6","10","Neutral","S1E5"
"1","5","6","11","Neutral","S1E5"
"1","5","6","13","Neutral","S1E5"
"1","5","6","14","Neutral","S1E5"
"1","5","6","15","Neutral","S1E5"
"1","5","6","16","Neutral","S1E5"
"1","5","6","17","Joyful","S1E5"
"1","5","6","18","Neutral","S1E5"
"1","5","6","19","Joyful","S1E5"
"1","5","6","21","Neutral","S1E5"
"1","5","6","22","Neutral","S1E5"
"1","5","6","24","Neutral","S1E5"
"1","5","6","25","Neutral","S1E5"
"1","5","6","26","Neutral","S1E5"
"1","5","6","27","Neutral","S1E5"
"1","5","8","1","Joyful","S1E5"
"1","5","8","2","Neutral","S1E5"
"1","5","8","3","Neutral","S1E5"
"1","5","8","4","Neutral","S1E5"
"1","5","8","5","Scared","S1E5"
"1","5","8","6","Neutral","S1E5"
"1","5","8","7","Scared","S1E5"
"1","5","9","1","Joyful","S1E5"
"1","5","9","2","Joyful","S1E5"
"1","5","9","3","Joyful","S1E5"
"1","5","9","4","Neutral","S1E5"
"1","5","9","5","Joyful","S1E5"
"1","5","9","6","Joyful","S1E5"
"1","5","9","7","Joyful","S1E5"
"1","5","10","1","Joyful","S1E5"
"1","5","10","2","Neutral","S1E5"
"1","5","10","3","Joyful","S1E5"
"1","5","10","4","Joyful","S1E5"
"1","5","10","5","Joyful","S1E5"
"1","5","10","6","Neutral","S1E5"
"1","5","12","1","Powerful","S1E5"
"1","5","12","2","Scared","S1E5"
"1","5","12","3","Scared","S1E5"
"1","5","12","4","Scared","S1E5"
"1","5","12","5","Scared","S1E5"
"1","5","12","6","Mad","S1E5"
"1","5","12","7","Scared","S1E5"
"1","5","12","8","Sad","S1E5"
"1","5","12","9","Sad","S1E5"
"1","5","12","10","Sad","S1E5"
"1","5","12","11","Sad","S1E5"
"1","5","13","1","Scared","S1E5"
"1","5","13","3","Scared","S1E5"
"1","5","13","4","Neutral","S1E5"
"1","5","13","5","Neutral","S1E5"
"1","5","13","6","Neutral","S1E5"
"1","5","13","7","Powerful","S1E5"
"1","5","13","8","Peaceful","S1E5"
"1","5","13","9","Sad","S1E5"
"1","5","13","10","Neutral","S1E5"
"1","5","13","11","Mad","S1E5"
"1","5","13","12","Neutral","S1E5"
"1","5","13","13","Neutral","S1E5"
"1","5","13","14","Joyful","S1E5"
"1","5","13","15","Neutral","S1E5"
"1","5","13","16","Neutral","S1E5"
"1","5","13","17","Neutral","S1E5"
"1","5","13","18","Peaceful","S1E5"
"1","5","13","20","Scared","S1E5"
"1","5","13","22","Neutral","S1E5"
"1","5","14","1","Joyful","S1E5"
"1","5","14","2","Sad","S1E5"
"1","5","14","3","Scared","S1E5"
"1","5","14","4","Mad","S1E5"
"1","5","14","6","Joyful","S1E5"
"1","5","14","7","Scared","S1E5"
"1","5","14","8","Scared","S1E5"
"1","5","14","9","Joyful","S1E5"
"1","5","14","10","Neutral","S1E5"
"1","5","14","11","Neutral","S1E5"
"1","5","14","13","Scared","S1E5"
"1","5","14","14","Neutral","S1E5"
"1","5","14","16","Scared","S1E5"
"1","5","14","17","Joyful","S1E5"
"1","5","14","18","Joyful","S1E5"
"1","5","14","19","Joyful","S1E5"
"1","5","15","1","Neutral","S1E5"
"1","5","15","2","Neutral","S1E5"
"1","5","15","4","Mad","S1E5"
"1","5","15","5","Mad","S1E5"
"1","5","15","7","Mad","S1E5"
"1","5","15","8","Mad","S1E5"
"1","5","15","9","Mad","S1E5"
"1","5","15","10","Mad","S1E5"
"1","5","15","12","Mad","S1E5"
"1","5","15","14","Joyful","S1E5"
"1","5","15","15","Joyful","S1E5"
"1","5","15","16","Joyful","S1E5"
"1","5","15","18","Peaceful","S1E5"
"1","5","15","19","Neutral","S1E5"
"1","5","15","20","Mad","S1E5"
"1","5","16","1","Neutral","S1E5"
"1","5","16","2","Neutral","S1E5"
"1","5","16","3","Scared","S1E5"
"1","5","16","4","Joyful","S1E5"
"1","5","16","5","Joyful","S1E5"
"1","5","16","7","Neutral","S1E5"
"1","5","16","8","Neutral","S1E5"
"1","5","16","9","Joyful","S1E5"
"1","5","16","10","Neutral","S1E5"
"1","5","16","11","Mad","S1E5"
"1","5","16","12","Sad","S1E5"
"1","5","16","13","Neutral","S1E5"
"1","5","16","14","Neutral","S1E5"
"1","5","16","16","Joyful","S1E5"
"1","5","16","17","Neutral","S1E5"
"1","6","1","1","Joyful","S1E6"
"1","6","1","2","Neutral","S1E6"
"1","6","1","3","Joyful","S1E6"
"1","6","1","5","Peaceful","S1E6"
"1","6","1","7","Neutral","S1E6"
"1","6","1","8","Joyful","S1E6"
"1","6","5","1","Neutral","S1E6"
"1","6","5","3","Neutral","S1E6"
"1","6","5","4","Neutral","S1E6"
"1","6","5","5","Joyful","S1E6"
"1","6","5","6","Scared","S1E6"
"1","6","5","7","Joyful","S1E6"
"1","6","5","9","Neutral","S1E6"
"1","6","5","10","Joyful","S1E6"
"1","6","5","11","Scared","S1E6"
"1","6","5","12","Neutral","S1E6"
"1","6","5","14","Mad","S1E6"
"1","6","5","15","Neutral","S1E6"
"1","6","5","16","Neutral","S1E6"
"1","6","5","17","Neutral","S1E6"
"1","6","5","18","Neutral","S1E6"
"1","6","5","19","Neutral","S1E6"
"1","6","5","20","Neutral","S1E6"
"1","6","6","1","Powerful","S1E6"
"1","6","6","2","Scared","S1E6"
"1","6","6","3","Powerful","S1E6"
"1","6","6","4","Scared","S1E6"
"1","6","6","5","Powerful","S1E6"
"1","6","6","6","Scared","S1E6"
"1","6","6","7","Powerful","S1E6"
"1","6","6","9","Mad","S1E6"
"1","6","6","10","Scared","S1E6"
"1","6","6","11","Mad","S1E6"
"1","6","6","12","Scared","S1E6"
